"t_ms","private_mb","working_mb"
"719766","463.1","465.7"
"719984","463.1","465.7"
"720204","463.1","465.7"
"720412","463.1","465.7"
"720627","464.7","467.6"
"720848","464.7","467.6"
"721056","464.7","467.6"
"721275","464.7","467.6"
"721495","464.7","467.5"
"721717","464.7","467.5"
"721924","464.7","467.5"
"722146","464.7","467.5"
"722365","464.7","467.5"
"722586","464.7","467.5"
"722801","464.7","467.5"
"723022","464.9","467.6"
"723249","465","467.6"
"723463","465","467.6"
"723676","464.9","467.6"
"723894","464.9","467.6"
"724112","464.9","467.6"
"724330","466.6","469.4"
"724545","466.6","469.4"
"724760","466.6","469.4"
"724968","466.6","469.4"
"725190","466.6","469.4"
"725410","466.6","469.4"
"725628","466.6","469.4"
"725851","466.6","469.4"
"726067","466.6","469.4"
"726278","466.6","469.4"
"726498","466.6","469.4"
"726713","466.6","469.4"
"726933","466.9","469.5"
"727148","466.9","469.5"
"727363","466.9","469.5"
"727578","466.9","469.5"
"727804","466.9","469.5"
"728026","468.6","471.3"
"728241","468.6","471.3"
"728463","468.6","471.3"
"728677","468.6","471.3"
"728897","468.6","471.3"
"729112","468.6","471.3"
"729330","468.6","471.2"
"729548","468.6","471.2"
"729768","468.6","471.2"
"729985","468.6","471.2"
"730205","468.6","471.2"
"730421","468.8","471.4"
"730641","468.9","471.4"
"730865","468.8","471.4"
"731076","468.8","471.4"
"731291","468.8","471.4"
"731511","468.8","471.4"
"731720","470.7","473.3"
"731939","470.7","473.3"
"732157","470.7","473.3"
"732371","470.7","473.3"
"732577","470.7","473.3"
"732795","470.7","473.3"
"733019","470.7","473.3"
"733237","470.7","473.3"
"733454","470.7","473.3"
"733673","470.7","473.3"
"733891","470.7","473.3"
"734110","470.9","473.5"
"734329","470.9","473.5"
"734548","471","473.5"
"734760","470.9","473.5"
"734985","470.9","473.5"
"735195","470.9","473.5"
"735414","472.6","475.2"
"735628","472.6","475.2"
"735850","472.6","475.2"
"736064","472.6","475.2"
"736288","472.6","475.2"
"736500","472.6","475.1"
"736722","472.6","475.2"
"736943","472.6","475.2"
"737165","472.6","475.2"
"737385","472.6","475.2"
"737604","472.6","475.2"
"737812","472.8","475.4"
"738030","472.9","475.4"
"738250","472.9","475.4"
"738471","472.9","475.4"
"738691","472.8","475.4"
"738914","472.8","475.4"
"739131","474.5","477"
"739346","474.5","477"
"739554","474.5","477"
"739771","474.5","477"
"739990","474.5","477"
"740209","474.5","477"
"740428","474.5","477.1"
"740639","474.5","477.1"
"740849","474.5","477.1"
"741068","474.5","477.1"
"741286","474.5","477.1"
"741497","474.5","477.1"
"741714","474.8","477.2"
"741933","474.8","477.2"
"742154","474.8","477.2"
"742377","474.8","477.2"
"742593","474.8","477.2"
"742817","476.5","478.9"
"743039","476.5","478.9"
"743256","476.5","478.9"
"743480","476.5","478.9"
"743697","476.5","478.9"
"743912","476.5","478.9"
"744132","476.5","478.9"
"744339","476.5","478.9"
"744559","476.5","478.9"
"744778","476.5","478.9"
"745002","476.5","478.9"
"745224","476.5","478.9"
"745442","476.7","479.1"
"745664","476.8","479.1"
"745881","476.7","479.1"
"746089","476.7","479.1"
"746311","476.7","479.1"
"746527","478.6","480.9"
"746745","478.6","480.9"
"746958","478.6","480.9"
"747175","478.6","480.9"
"747392","478.6","481"
"747612","478.6","481"
"747831","478.6","481"
"748043","478.6","481"
"748249","478.6","481"
"748463","478.8","481.1"
"748669","478.9","481.1"
"748876","478.9","481.1"
"749102","478.9","481.1"
"749309","480.6","482.9"
"749527","480.6","482.9"
"749746","480.5","482.9"
"749967","480.5","482.9"
"750173","480.5","482.8"
"750392","480.5","482.8"
"750612","480.5","482.8"
"750832","480.5","482.8"
"751050","480.8","482.9"
"751261","480.8","482.9"
"751479","480.8","482.9"
"751700","482.4","484.8"
"751907","482.4","484.8"
"752115","482.4","484.8"
"752332","482.4","484.7"
"752538","482.4","484.7"
"752757","482.4","484.7"
"752976","482.4","484.7"
"753194","482.4","484.7"
"753402","482.7","484.8"
"753622","482.7","484.8"
"753834","482.7","484.8"
"754053","484.4","486.6"
"754262","484.4","486.6"
"754476","484.4","486.6"
"754691","484.4","486.6"
"754908","484.4","486.6"
"755117","484.4","486.6"
"755327","484.4","486.6"
"755545","484.4","486.6"
"755748","484.6","486.7"
"755967","484.7","486.7"
"756173","484.7","486.7"
"756394","484.7","486.7"
"756613","486.3","488.5"
"756822","486.3","488.5"
"757042","486.3","488.5"
"757252","486.3","488.5"
"757473","486.3","488.4"
"757694","486.3","488.4"
"757915","486.3","488.4"
"758121","486.5","488.6"
"758331","486.6","488.6"
"758548","486.6","488.6"
"758766","486.5","488.6"
"758972","488.2","490.4"
"759190","488.2","490.4"
"759400","488.2","490.4"
"759620","488.2","490.3"
"759838","488.2","490.3"
"760058","488.2","490.3"
"760264","488.4","490.4"
"760472","488.6","490.5"
"760686","488.6","490.6"
"760895","488.6","490.6"
"761114","488.6","490.6"
"761334","490.3","492.4"
"761541","490.3","492.4"
"761760","490.3","492.4"
"761967","490.3","492.4"
"762187","490.3","492.4"
"762405","490.3","492.3"
"762619","490.3","492.3"
"762825","490.5","492.4"
"763043","490.6","492.5"
"763251","490.6","492.5"
"763469","490.6","492.5"
"763678","492.3","494.3"
"763891","492.2","494.3"
"764110","492.2","494.3"
"764326","492.2","494.2"
"764546","492.2","494.2"
"764764","492.2","494.2"
"764972","492.2","494.2"
"765192","492.5","494.3"
"765399","492.5","494.3"
"765618","492.5","494.3"
"765835","492.5","494.3"
"766052","494.2","495.7"
"766264","494.2","495.7"
"766479","494.2","495.8"
"766699","494.2","495.8"
"766918","494.2","495.8"
"767136","494.2","495.9"
"767354","494.2","496.1"
"767573","494.4","496.2"
"767794","494.4","496.3"
"768014","494.4","496.3"
"768234","494.4","496.3"
"768440","496.2","498.1"
"768649","496.2","498.1"
"768862","496.2","498.1"
"769076","496.2","498.1"
"769295","496.2","498.1"
"769516","496.2","498.1"
"769739","496.2","498.1"
"769957","496.5","498.3"
"770178","496.5","498.3"
"770387","496.5","498.3"
"770598","496.5","498.3"
"770816","498.2","500"
"771024","498.2","500"
"771243","498.2","499.9"
"771463","498.2","500"
"771675","498.2","500"
"771896","498.2","500"
"772115","498.2","500"
"772328","498.4","500.2"
"772534","498.5","500.2"
"772748","498.4","500.2"
"772966","498.4","500.2"
"773183","500.1","501.8"
"773396","500.1","501.8"
"773615","500.1","501.8"
"773828","500.1","501.9"
"774048","500.1","501.8"
"774267","500.1","501.8"
"774483","500.1","501.8"
"774690","500.3","502.1"
"774914","500.3","502.1"
"775128","500.3","502.1"
"775351","500.3","502.1"
"775567","502","503.7"
"775775","502","503.7"
"775984","502","503.7"
"776206","502","503.7"
"776429","502","503.7"
"776648","502","503.7"
"776854","502","503.7"
"777072","502.3","503.9"
"777282","502.3","503.9"
"777497","502.3","503.9"
"777716","502.3","503.9"
"777923","504.1","505.7"
"778140","504.1","505.7"
"778350","504.1","505.7"
"778556","504.1","505.7"
"778765","504.1","505.7"
"778968","504.1","505.7"
"779177","504.1","505.7"
"779387","504.1","505.7"
"779603","504.3","505.9"
"779818","504.3","505.9"
"780024","504.3","505.9"
"780236","504.3","505.9"
"780454","506","507.6"
"780667","506","507.6"
"780889","506","507.6"
"781110","506","507.6"
"781328","506","507.5"
"781542","506","507.6"
"781759","506","507.6"
"781978","506","507.6"
"782199","506","507.6"
"782416","506","507.6"
"782631","506","507.6"
"782846","506.3","507.8"
"783068","506.3","507.8"
"783282","506.3","507.8"
"783498","506.3","507.8"
"783721","506.3","507.8"
"783937","506.3","507.8"
"784151","508","509.4"
"784366","508","509.4"
"784581","508","509.4"
"784800","508","509.4"
"785014","508","509.4"
"785232","508","509.4"
"785441","508","509.5"
"785661","508","509.5"
"785880","508","509.5"
"786100","508","509.5"
"786312","508","509.5"
"786530","508","509.5"
"786752","508.2","509.6"
"786969","508.3","509.6"
"787189","508.3","509.6"
"787409","508.3","509.6"
"787628","508.3","509.6"
"787853","510.3","511.5"
"788071","510.3","511.5"
"788291","510.3","511.5"
"788508","510.3","511.5"
"788726","510.3","511.5"
"788947","510.3","511.4"
"789163","510.3","511.7"
"789373","510.3","511.7"
"789590","510.3","511.7"
"789803","510.3","511.7"
"790024","510.3","511.7"
"790245","510.3","511.7"
"790461","510.3","511.7"
"790680","510.5","511.8"
"790889","510.4","511.8"
"791113","510.4","511.8"
"791333","510.4","511.8"
"791549","510.4","511.8"
"791770","512.2","513.4"
"791983","512.2","513.4"
"792204","512.2","513.4"
"792423","512.2","513.4"
"792626","512.2","513.5"
"792853","512.2","513.5"
"793073","512.2","513.5"
"793287","512.2","513.5"
"793508","512.2","513.5"
"793724","512.2","513.5"
"793944","512.2","513.5"
"794163","512.2","513.5"
"794382","512.2","513.5"
"794599","512.4","513.7"
"794813","512.4","513.7"
"795030","512.3","513.7"
"795252","512.3","513.7"
"795469","512.3","513.7"
"795687","514","515.3"
"795904","514","515.3"
"796127","514","515.3"
"796344","514","515.3"
"796561","514","515.3"
"796779","514","515.3"
"796995","514","515.3"
"797218","514","515.4"
"797433","514","515.4"
"797647","514","515.4"
"797865","514","515.4"
"798083","514","515.4"
"798292","514.3","515.5"
"798504","514.3","515.5"
"798719","514.3","515.5"
"798936","514.3","515.5"
"799161","514.3","515.5"
"799381","516","517.2"
"799606","516","517.2"
"799821","516","517.2"
"800042","516","517.2"
"800263","516","517.2"
"800482","516","517.2"
"800703","516","517.2"
"800919","516","517.2"
"801144","516","517.2"
"801358","516","517.2"
"801569","516","517.2"
"801787","516","517.2"
"802001","516.2","517.4"
"802216","516.3","517.4"
"802428","516.3","517.4"
"802637","516.3","517.4"
"802848","516.2","517.4"
"803069","517.9","519.1"
"803290","517.9","519.1"
"803504","517.9","519.1"
"803725","517.9","519.1"
"803942","517.9","519.1"
"804161","517.9","519"
"804374","517.9","519.1"
"804595","517.9","519.1"
"804815","517.9","519.1"
"805034","517.9","519.1"
"805261","517.9","519.1"
"805477","518.1","519.2"
"805699","518.2","519.3"
"805910","518.1","519.3"
"806128","518.1","519.3"
"806347","518.1","519.3"
"806565","519.8","520.9"
"806778","519.8","520.9"
"806997","519.8","520.9"
"807215","519.8","521"
"807430","519.8","521"
"807646","519.8","521"
"807865","519.8","521"
"808084","520.1","521.1"
"808303","520.1","521.1"
"808523","520.1","521.1"
"808742","520.1","521.1"
"808961","521.8","522.8"
"809172","521.8","522.8"
"809380","521.8","522.8"
"809589","521.8","522.9"
"809800","521.8","522.8"
"810012","521.8","522.8"
"810235","521.8","522.8"
"810452","522","523"
"810664","522.1","523"
"810873","522.1","523"
"811089","522","523"
"811308","523.7","524.7"
"811525","523.7","524.7"
"811731","523.7","524.7"
"811939","523.7","524.7"
"812160","523.7","524.7"
"812377","523.7","524.7"
"812593","523.7","524.7"
"812814","523.9","524.9"
"813024","523.9","524.9"
"813243","523.9","524.9"
"813463","523.9","524.9"
"813682","526.3","527.2"
"813905","526.3","527.2"
"814112","526.3","527.2"
"814331","526.3","527.3"
"814551","526.3","527.3"
"814773","526.3","527.3"
"814985","526.3","527.3"
"815205","526.3","527.3"
"815426","526.4","527.3"
"815653","526.4","527.3"
"815866","526.4","527.3"
"816085","527.4","528"
"816304","527.4","528"
"816524","527.4","527.9"
"816742","527.4","527.9"
"816959","527.4","528"
"817179","527.4","528.3"
"817396","527.5","528.4"
"817622","527.7","528.6"
"817831","528","528.8"
"818047","527.9","528.8"
"818265","527.9","528.8"
"818473","529.6","530.4"
"818694","529.6","530.4"
"818914","529.6","530.4"
"819136","529.6","530.4"
"819355","529.6","530.4"
"819573","529.6","530.4"
"819791","529.6","530.4"
"820010","529.6","530.4"
"820231","529.9","530.6"
"820439","529.9","530.6"
"820660","529.9","530.6"
"820878","531.5","532.4"
"821090","531.5","532.4"
"821309","531.5","532.4"
"821530","531.5","532.4"
"821737","531.5","532.4"
"821944","531.5","532.3"
"822152","531.5","532.3"
"822370","531.5","532.3"
"822578","531.8","532.5"
"822785","531.8","532.5"
"823003","531.8","532.5"
"823225","531.8","532.5"
"823443","533.5","534.3"
"823663","533.5","534.3"
"823881","533.5","534.2"
"824087","533.5","534.2"
"824306","533.5","534.2"
"824518","533.5","534.2"
"824739","533.5","534.2"
"824953","533.7","534.3"
"825157","533.8","534.3"
"825367","533.8","534.3"
"825575","533.8","534.3"
"825784","535.5","536.1"
"825996","535.4","536.1"
"826210","535.4","536.1"
"826431","535.4","536.1"
"826641","535.4","536.1"
"826854","535.4","536.1"
"827061","535.4","536.1"
"827273","535.4","536.1"
"827493","535.7","536.2"
"827713","535.7","536.2"
"827932","535.6","536.2"
"828138","537.3","538"
"828350","537.3","538"
"828572","537.3","538"
"828779","537.3","538"
"829000","537.3","538"
"829207","537.3","538"
"829424","537.3","537.9"
"829645","537.3","537.9"
"829865","537.6","538.1"
"830085","537.6","538.1"
"830296","537.6","538.1"
"830505","537.6","538.1"
"830716","539.4","539.9"
"830925","539.3","539.9"
"831140","539.3","539.9"
"831350","539.3","539.9"
"831570","539.3","539.8"
"831787","539.3","539.8"
"832006","539.3","539.8"
"832227","539.4","539.9"
"832443","539.9","540.2"
"832654","539.9","540.2"
"832861","539.8","540.2"
"833085","541.1","541.3"
"833304","541.1","541.3"
"833524","541.1","541.3"
"833743","541.1","541.3"
"833953","541.1","541.3"
"834170","541.1","541.5"
"834389","541.2","541.6"
"834607","541.4","541.7"
"834813","541.6","541.9"
"835023","541.7","542.1"
"835241","541.7","542.1"
"835459","541.7","542.1"
"835674","543.5","543.7"
"835895","543.5","543.7"
"836102","543.5","543.7"
"836323","543.5","543.7"
"836543","543.5","543.8"
"836750","543.5","543.9"
"836967","543.5","543.9"
"837182","543.5","543.9"
"837399","543.7","544"
"837609","543.6","544"
"837827","543.6","544"
"838043","545.3","545.7"
"838263","545.3","545.7"
"838482","545.3","545.7"
"838698","545.3","545.7"
"838906","545.3","545.6"
"839136","545.3","545.6"
"839351","545.3","545.6"
"839561","545.3","545.6"
"839777","545.6","545.8"
"839998","545.6","545.8"
"840217","545.6","545.8"
"840436","547.4","547.6"
"840657","547.4","547.6"
"840871","547.4","547.6"
"841088","547.4","547.6"
"841306","547.4","547.6"
"841524","547.4","547.6"
"841741","547.4","547.6"
"841957","547.4","547.6"
"842176","547.4","547.6"
"842396","547.6","547.8"
"842609","547.7","547.8"
"842832","547.7","547.8"
"843042","547.6","547.8"
"843265","549.3","549.5"
"843483","549.3","549.5"
"843701","549.3","549.5"
"843924","549.3","549.4"
"844141","549.3","549.4"
"844362","549.3","549.5"
"844583","549.3","549.5"
"844796","549.3","549.5"
"845018","549.3","549.5"
"845235","549.3","549.5"
"845454","549.6","549.7"
"845677","549.6","549.7"
"845892","549.6","549.7"
"846103","549.6","549.7"
"846319","549.6","549.7"
"846535","549.6","549.7"
"846757","551.3","551.5"
"846978","551.3","551.5"
"847203","551.3","551.5"
"847426","551.3","551.5"
"847648","551.3","551.5"
"847869","551.3","551.4"
"848088","551.3","551.4"
"848309","551.3","551.4"
"848530","551.3","551.4"
"848747","551.3","551.4"
"848968","551.3","551.4"
"849181","551.5","551.5"
"849390","551.6","551.5"
"849612","551.6","551.5"
"849827","551.6","551.5"
"850037","551.5","551.5"
"850245","553.2","553.3"
"850465","553.2","553.3"
"850676","553.2","553.3"
"850887","553.2","553.3"
"851096","553.2","553.3"
"851305","553.2","553.3"
"851519","553.2","553.3"
"851731","553.2","553.3"
"851938","553.2","553.3"
"852156","553.2","553.3"
"852374","553.2","553.3"
"852597","553.2","553.3"
"852814","553.4","553.4"
"853027","553.5","553.4"
"853246","553.4","553.4"
"853465","553.4","553.4"
"853674","553.4","553.4"
"853893","555.1","555.2"
"854113","555.1","555.2"
"854332","555.1","555.2"
"854549","555.1","555.2"
"854775","555.1","555.2"
"854996","555.1","555.2"
"855211","555.1","555.2"
"855424","555.1","555.2"
"855644","555.1","555.2"
"855865","555.1","555.2"
"856082","555.1","555.2"
"856306","555.1","555.2"
"856523","555.4","555.2"
"856747","555.4","555.3"
"856966","555.4","555.3"
"857185","555.4","555.3"
"857406","555.4","555.3"
"857628","557.1","557.1"
"857849","557.1","557.1"
"858067","557.1","557.1"
"858287","557.1","557"
"858506","557.1","557"
"858718","557.1","557"
"858936","557.1","557"
"859152","557.1","557"
"859371","557.3","557.2"
"859593","557.3","557.2"
"859813","557.4","557.2"
"860031","557.3","557.2"
"860251","557.3","557.2"
"860471","557.3","557.2"
"860689","559.2","559"
"860904","559.2","559"
"861115","559.2","559"
"861333","559.2","559"
"861554","559.2","559"
"861768","559.2","559"
"861986","559.2","559"
"862204","559.2","559"
"862423","559.2","559.1"
"862651","559.2","559.1"
"862863","559.5","559.2"
"863070","559.5","559.2"
"863290","559.4","559.2"
"863498","559.4","559.2"
"863718","561.2","561"
"863938","561.2","561"
"864157","561.2","561"
"864375","561.2","561"
"864595","561.2","561"
"864813","561.2","561"
"865035","561.2","561"
"865243","561.5","561.2"
"865463","561.5","561.2"
"865681","561.5","561.2"
"865894","561.5","561.2"
"866112","563.2","562.9"
"866323","563.2","562.9"
"866545","563.2","562.9"
"866767","563.2","562.8"
"866991","563.2","562.9"
"867210","563.2","562.9"
"867429","563.2","562.9"
"867651","563.4","563.1"
"867871","563.5","563.1"
"868090","563.4","563.1"
"868297","563.4","563.1"
"868517","565.1","564.7"
"868736","565.1","564.7"
"868947","565.1","564.7"
"869167","565.1","564.7"
"869387","565.1","564.8"
"869608","565.1","564.7"
"869835","565.1","564.7"
"870047","565.1","564.7"
"870265","565.3","565"
"870472","565.3","565"
"870683","565.3","565"
"870902","565.3","565"
"871123","567.2","566.7"
"871343","567.2","566.7"
"871563","567.2","566.7"
"871770","567.2","566.7"
"871990","567.2","566.8"
"872212","567.2","566.8"
"872432","567.2","566.8"
"872650","567.2","566.8"
"872866","567.5","567"
"873074","567.4","567"
"873295","567.4","567"
"873506","569.1","568.7"
"873711","569.1","568.7"
"873921","569.1","568.7"
"874129","569.1","568.7"
"874344","569.1","568.7"
"874552","569.1","568.7"
"874770","569.1","568.7"
"874982","569.1","568.7"
"875203","569.3","568.8"
"875416","569.4","568.8"
"875623","569.4","568.8"
"875841","569.4","568.8"
"876060","571.1","570.6"
"876280","571","570.6"
"876486","571","570.6"
"876698","571","570.6"
"876908","571","570.6"
"877127","571","570.6"
"877346","571","570.6"
"877566","571","570.6"
"877775","571.3","570.7"
"877989","571.3","570.7"
"878208","571.3","570.7"
"878415","571.3","570.7"
"878632","573","572.5"
"878844","573","572.5"
"879064","573","572.5"
"879287","573","572.5"
"879509","573","572.4"
"879728","573","572.4"
"879944","573","572.4"
"880165","573.2","572.7"
"880381","573.3","572.7"
"880599","573.3","572.7"
"880821","573.3","572.7"
"881040","574.9","574.3"
"881250","574.9","574.3"
"881457","574.9","574.3"
"881676","574.9","574.2"
"881898","574.9","574.3"
"882114","574.9","574.3"
"882332","574.9","574.3"
"882553","575.1","574.5"
"882764","575.2","574.5"
"882983","575.1","574.5"
"883195","575.1","574.5"
"883401","577","576.3"
"883622","577","576.3"
"883842","577","576.3"
"884062","577","576.3"
"884273","577","576.3"
"884492","577","576.3"
"884703","577","576.4"
"884910","577","576.4"
"885118","577.2","576.5"
"885338","577.3","576.5"
"885550","577.3","576.5"
"885769","577.3","576.5"
"885988","578.9","578.2"
"886209","578.9","578.2"
"886430","578.9","578.2"
"886649","578.9","578.2"
"886861","578.9","578.2"
"887077","578.9","578.2"
"887285","578.9","578.2"
"887498","579.1","578.4"
"887718","579.2","578.4"
"887927","579.1","578.4"
"888140","579.1","578.4"
"888348","580.9","580.1"
"888572","580.9","580.1"
"888781","580.9","580.1"
"889003","580.9","580"
"889225","580.9","580.1"
"889433","580.9","580.1"
"889651","580.9","580.1"
"889868","580.9","580.1"
"890086","581.2","580.3"
"890297","581.1","580.3"
"890519","581.1","580.3"
"890731","582.9","582.1"
"890950","582.9","582.1"
"891168","582.9","582.1"
"891378","582.9","582"
"891599","582.9","582.1"
"891818","582.9","582.1"
"892038","582.9","582.1"
"892258","582.9","582.1"
"892464","583.2","582.3"
"892681","583.2","582.3"
"892897","583.2","582.3"
"893105","583.2","582.3"
"893315","584.9","583.9"
"893524","584.9","583.9"
"893738","584.9","583.9"
"893958","584.9","583.9"
"894168","584.9","584"
"894376","584.9","583.9"
"894596","584.9","583.9"
"894817","584.9","583.9"
"895034","585.1","584.1"
"895254","585.1","584.1"
"895470","585.1","584.1"
"895693","585.1","584.1"
"895900","586.8","585.8"
"896120","586.8","585.8"
"896332","586.8","585.8"
"896551","586.8","585.8"
"896761","586.8","585.8"
"896966","586.8","585.8"
"897177","586.8","585.8"
"897398","587","586"
"897607","587.1","586"
"897823","587.1","586"
"898040","587.1","586"
"898245","588.7","587.7"
"898463","588.7","587.7"
"898673","588.7","587.7"
"898897","588.7","587.7"
"899118","588.7","587.6"
"899332","588.7","587.6"
"899552","588.7","587.6"
"899761","588.9","587.8"
"899975","589.1","587.9"
"900191","589.1","587.9"
"900405","589.1","587.9"
"900612","589.1","587.9"
"900824","589.1","587.9"
"901047","590.8","589.7"
"901267","590.8","589.7"
"901479","590.8","589.7"
"901691","590.8","589.7"
"901913","590.8","589.7"
"902123","590.8","589.7"
"902335","590.8","589.7"
"902556","590.8","589.7"
"902773","590.8","589.7"
"902988","590.8","589.7"
"903197","590.8","589.7"
"903415","591","589.8"
"903625","591.1","589.8"
"903843","591.1","589.8"
"904062","591.1","589.8"
"904282","591.1","589.8"
"904490","592.8","591.6"
"904710","592.8","591.6"
"904929","592.8","591.6"
"905150","592.8","591.6"
"905369","592.8","591.6"
"905586","592.8","591.5"
"905809","592.8","591.5"
"906024","592.8","591.5"
"906245","592.8","591.5"
"906464","592.8","591.5"
"906683","593","591.7"
"906904","593","591.7"
"907124","593","591.7"
"907343","593","591.7"
"907564","593","591.7"
"907783","593","591.7"
"908006","594.7","593.5"
"908214","594.7","593.5"
"908425","594.7","593.5"
"908646","594.7","593.5"
"908858","594.7","593.4"
"909079","594.7","593.4"
"909291","594.7","593.4"
"909509","594.7","593.4"
"909730","594.7","593.4"
"909946","594.8","593.5"
"910164","594.8","593.5"
"910371","595.1","593.6"
"910592","595.1","593.7"
"910812","595.1","593.7"
"911034","595.1","593.7"
"911256","595.1","593.7"
"911468","596.8","595.5"
"911683","596.8","595.5"
"911903","596.8","595.5"
"912124","596.8","595.4"
"912343","596.8","595.5"
"912560","596.8","595.5"
"912783","596.8","595.5"
"913002","596.8","595.5"
"913220","596.8","595.5"
"913432","596.8","595.5"
"913653","597","595.6"
"913875","597","595.6"
"914093","597.1","595.6"
"914310","597","595.6"
"914528","597","595.6"
"914744","597","595.6"
"914956","598.7","597.3"
"915178","598.7","597.3"
"915397","598.7","597.3"
"915620","598.7","597.3"
"915837","598.7","597.3"
"916058","598.7","597.3"
"916278","598.7","597.3"
"916496","598.7","597.3"
"916717","598.7","597.3"
"916925","598.7","597.3"
"917141","598.7","597.3"
"917365","598.9","597.5"
"917586","599","597.5"
"917804","599","597.5"
"918023","599","597.5"
"918242","599","597.5"
"918458","600.6","599.2"
"918674","600.6","599.2"
"918894","600.6","599.2"
"919112","600.6","599.2"
"919335","600.6","599.1"
"919554","600.6","599.2"
"919774","600.6","599.2"
"919993","600.6","599.2"
"920214","600.6","599.2"
"920429","600.6","599.2"
"920645","600.6","599.2"
"920869","600.9","599.3"
"921082","600.9","599.3"
"921297","600.9","599.3"
"921512","600.9","599.3"
"921734","600.9","599.3"
"921954","600.9","599.3"
"922170","602.6","601.2"
"922388","602.6","601.2"
"922597","602.6","601.2"
"922816","602.6","601.2"
"923037","602.6","601.1"
"923255","602.6","601.1"
"923469","602.6","601.1"
"923687","602.6","601.1"
"923907","602.6","601.1"
"924125","602.6","601.1"
"924342","602.6","601.1"
"924560","602.8","601.2"
"924780","412.4","417.3"
